HPO_id	phenotype_group_k1000	phenotype_group_k1500
HP:0003862	6	1002
HP:0003863	476	728
HP:0003864	476	728
HP:0003865	638	1277
HP:0003866	476	728
HP:0003867	164	462
HP:0003868	164	462
HP:0003869	164	462
HP:0003870	476	728
HP:0003871	476	728
HP:0003872	476	728
HP:0003874	476	728
HP:0003875	476	728
HP:0003876	6	614
HP:0003877	476	728
HP:0003878	866	866
HP:0003879	476	728
HP:0003880	99	123
HP:0003881	99	123
HP:0003882	476	728
HP:0003883	476	728
HP:0003884	6	614
HP:0003885	476	728
HP:0003886	476	728
HP:0003887	476	728
HP:0003888	476	728
HP:0003889	439	439
HP:0003890	439	439
HP:0003891	6	614
HP:0003892	6	614
HP:0003893	347	86
HP:0003894	186	258
HP:0003895	6	614
HP:0003896	768	768
HP:0003897	6	614
HP:0003898	186	309
HP:0003899	186	258
HP:0003900	765	765
HP:0003901	6	614
HP:0003902	347	86
HP:0003903	186	309
HP:0003904	186	309
HP:0003905	186	258
HP:0003906	186	258
HP:0003907	85	655
HP:0003908	229	129
HP:0003909	85	655
HP:0003910	229	129
HP:0003911	85	655
HP:0003912	85	655
HP:0003913	85	655
HP:0003914	6	614
HP:0003915	85	170
HP:0003916	85	655
HP:0003917	85	655
HP:0003918	85	655
HP:0003919	85	655
HP:0003920	85	655
HP:0003921	85	655
HP:0003922	85	655
HP:0003923	85	655
HP:0003924	85	655
HP:0003926	439	439
HP:0003927	439	439
HP:0003928	439	439
HP:0003929	439	439
HP:0003930	439	439
HP:0003931	866	866
HP:0003932	439	439
HP:0003933	439	439
HP:0003934	439	439
HP:0003935	439	439
HP:0003938	343	343
HP:0003939	5	270
HP:0003940	5	270
HP:0003941	5	270
HP:0003942	5	270
HP:0003943	5	270
HP:0003944	5	270
HP:0003945	5	270
HP:0003946	5	270
HP:0003947	186	258
HP:0003948	5	270
HP:0003949	5	270
HP:0003950	5	270
HP:0003951	5	270
HP:0003952	5	270
HP:0003953	53	479
HP:0003954	224	282
HP:0003955	224	353
HP:0003956	638	1277
HP:0003957	224	353
HP:0003958	224	353
HP:0003959	224	282
HP:0003960	224	353
HP:0003961	224	282
HP:0003963	224	353
HP:0003964	224	353
HP:0003965	224	353
HP:0003966	224	353
HP:0003967	224	353
HP:0003969	224	282
HP:0003970	224	353
HP:0003971	224	282
HP:0003973	746	746
HP:0003974	53	479
HP:0003976	224	282
HP:0003977	224	282
HP:0003978	224	282
HP:0003979	224	353
HP:0003980	224	353
HP:0003981	224	282
HP:0003982	53	479
HP:0003984	224	652
HP:0003985	224	652
HP:0003986	85	170
HP:0003987	224	282
HP:0003988	224	652
HP:0003989	224	652
HP:0003990	224	652
HP:0003991	99	123
HP:0003992	224	282
HP:0003993	224	282
HP:0003994	280	34
HP:0003995	537	537
HP:0003996	537	537
HP:0003997	537	537
HP:0003998	905	905
HP:0003999	905	905
HP:0004000	186	309
HP:0004001	905	905
HP:0004002	905	905
HP:0004003	905	905
HP:0004004	768	768
HP:0004005	186	309
HP:0004006	905	905
HP:0004007	905	905
HP:0004008	905	905
HP:0004009	905	905
HP:0004010	765	765
HP:0004012	905	905
HP:0004013	905	905
HP:0004014	905	905
HP:0004015	85	170
HP:0004016	85	170
HP:0004017	85	170
HP:0004018	85	170
HP:0004019	85	170
HP:0004020	85	170
HP:0004021	85	170
HP:0004022	85	170
HP:0004023	85	170
HP:0004024	85	170
HP:0004025	85	170
HP:0004026	85	170
HP:0004027	439	439
HP:0004028	439	439
HP:0004029	439	439
HP:0004030	439	439
HP:0004031	439	439
HP:0004032	224	652
HP:0004033	224	652
HP:0004034	224	652
HP:0004035	690	690
HP:0004036	690	690
HP:0004037	690	690
HP:0004039	85	170
HP:0004040	85	170
HP:0004041	85	170
HP:0004042	85	170
HP:0004043	610	1222
HP:0004044	85	170
HP:0004045	85	170
HP:0004046	85	170
HP:0004047	85	170
HP:0004048	487	243
HP:0004049	487	243
HP:0004050	6	1002
HP:0004051	390	192
HP:0004052	390	192
HP:0004053	390	192
HP:0004054	99	1166
HP:0004057	841	1330
HP:0004058	976	487
HP:0004059	100	146
HP:0004060	49	209
HP:0004095	522	260
HP:0004097	100	493
HP:0004099	367	505
HP:0004100	261	523
HP:0004112	381	381
HP:0004122	381	381
HP:0004132	240	942
HP:0004150	98	72
HP:0004172	98	156
HP:0004180	836	208
HP:0004188	120	574
HP:0004195	116	1254
HP:0004197	640	640
HP:0004207	676	676
HP:0004209	100	1468
HP:0004213	522	260
HP:0004214	522	260
HP:0004216	116	1254
HP:0004218	640	640
HP:0004219	522	260
HP:0004220	52	1036
HP:0004222	22	484
HP:0004223	22	155
HP:0004224	22	1301
HP:0004225	522	260
HP:0004226	522	260
HP:0004227	522	260
HP:0004230	666	666
HP:0004231	76	1071
HP:0004232	76	1458
HP:0004233	390	192
HP:0004234	390	192
HP:0004235	76	294
HP:0004236	76	294
HP:0004237	76	294
HP:0004238	610	1222
HP:0004239	76	294
HP:0004240	99	1166
HP:0004241	390	192
HP:0004242	76	294
HP:0004243	76	986
HP:0004244	76	986
HP:0004245	76	294
HP:0004246	76	986
HP:0004247	76	986
HP:0004248	76	294
HP:0004249	76	1458
HP:0004250	76	294
HP:0004251	76	294
HP:0004252	390	192
HP:0004253	390	192
HP:0004254	390	192
HP:0004255	390	192
HP:0004256	390	1378
HP:0004257	390	1378
HP:0004258	390	1378
HP:0004259	76	294
HP:0004260	76	294
HP:0004261	76	294
HP:0004262	76	294
HP:0004263	76	294
HP:0004264	76	294
HP:0004267	189	930
HP:0004268	189	930
HP:0004269	189	930
HP:0004271	164	462
HP:0004272	164	462
HP:0004273	85	170
HP:0004274	390	192
HP:0004275	76	1458
HP:0004276	719	179
HP:0004277	841	881
HP:0004278	640	640
HP:0004279	6	1002
HP:0004280	390	192
HP:0004281	99	1166
HP:0004283	135	40
HP:0004284	841	1330
HP:0004285	841	1330
HP:0004286	99	1166
HP:0004287	841	1330
HP:0004288	186	258
HP:0004289	99	1166
HP:0004290	99	1166
HP:0004291	390	192
HP:0004292	841	1330
HP:0004293	76	294
HP:0004294	58	1478
HP:0004295	920	920
HP:0004296	774	95
HP:0004297	516	1332
HP:0004298	399	49
HP:0004299	399	49
HP:0004302	161	183
HP:0004303	156	394
HP:0004305	162	1309
HP:0004306	939	939
HP:0004307	402	99
HP:0004308	2	581
HP:0004309	2	581
HP:0004311	374	186
HP:0004312	28	44
HP:0004313	211	1295
HP:0004315	87	249
HP:0004319	286	406
HP:0004320	723	1447
HP:0004321	723	1447
HP:0004322	755	755
HP:0004323	769	384
HP:0004324	441	441
HP:0004325	769	384
HP:0004326	769	384
HP:0004327	355	110
HP:0004328	896	896
HP:0004329	355	110
HP:0004330	596	596
HP:0004331	596	596
HP:0004332	212	516
HP:0004333	374	186
HP:0004334	167	229
HP:0004336	480	290
HP:0004337	173	1198
HP:0004338	127	127
HP:0004339	991	495
HP:0004340	378	330
HP:0004341	378	330
HP:0004342	358	494
HP:0004343	70	815
HP:0004344	70	815
HP:0004345	70	815
HP:0004347	706	706
HP:0004348	360	89
HP:0004349	360	89
HP:0004352	552	552
HP:0004353	552	552
HP:0004354	669	334
HP:0004356	54	74
HP:0004357	726	726
HP:0004358	358	494
HP:0004359	443	1163
HP:0004360	125	1083
HP:0004361	233	116
HP:0004362	478	478
HP:0004363	330	415
HP:0004364	170	465
HP:0004365	127	127
HP:0004366	73	1084
HP:0004368	552	552
HP:0004369	552	552
HP:0004370	925	925
HP:0004371	974	974
HP:0004372	465	232
HP:0004373	262	1238
HP:0004374	32	367
HP:0004375	327	667
HP:0004376	546	272
HP:0004377	294	60
HP:0004378	521	31
HP:0004379	932	932
HP:0004380	937	937
HP:0004381	123	224
HP:0004382	937	937
HP:0004383	55	944
HP:0004384	369	264
HP:0004385	169	398
HP:0004386	145	1154
HP:0004387	763	763
HP:0004388	199	145
HP:0004389	514	514
HP:0004390	785	785
HP:0004392	399	49
HP:0004394	774	95
HP:0004395	169	398
HP:0004396	169	398
HP:0004397	521	31
HP:0004398	252	150
HP:0004399	774	95
HP:0004400	774	95
HP:0004401	791	791
HP:0004403	704	704
HP:0004404	115	1291
HP:0004405	115	1291
HP:0004406	339	102
HP:0004407	381	381
HP:0004408	580	1072
HP:0004409	580	1418
HP:0004411	822	822
HP:0004414	599	599
HP:0004415	121	1225
HP:0004416	353	176
HP:0004417	847	423
HP:0004418	248	453
HP:0004419	248	453
HP:0004420	248	566
HP:0004421	781	390
HP:0004422	144	161
HP:0004423	703	703
HP:0004425	3	751
HP:0004426	203	228
HP:0004428	365	337
HP:0004429	901	901
HP:0004430	844	844
HP:0004431	242	1173
HP:0004432	211	1295
HP:0004433	211	1295
HP:0004434	242	1173
HP:0004437	269	540
HP:0004438	269	540
HP:0004439	874	874
HP:0004440	887	443
HP:0004442	322	530
HP:0004443	322	530
HP:0004444	900	900
HP:0004445	900	900
HP:0004446	900	900
HP:0004447	900	900
HP:0004448	313	627
HP:0004450	203	228
HP:0004451	203	228
HP:0004452	549	549
HP:0004453	42	554
HP:0004454	949	949
HP:0004458	37	531
HP:0004459	33	680
HP:0004461	33	532
HP:0004463	79	847
HP:0004464	319	319
HP:0004466	79	847
HP:0004467	319	319
HP:0004468	526	781
HP:0004469	979	979
HP:0004470	703	703
HP:0004471	708	1417
HP:0004472	269	540
HP:0004474	194	1310
HP:0004476	708	1417
HP:0004478	703	703
HP:0004481	745	1492
HP:0004482	745	1492
HP:0004484	993	496
HP:0004485	175	1479
HP:0004487	144	161
HP:0004488	745	1492
HP:0004490	269	540
HP:0004491	380	380
HP:0004492	194	474
HP:0004493	269	540
HP:0004495	381	381
HP:0004496	980	980
HP:0004499	558	1118
HP:0004502	980	980
HP:0004510	890	444
HP:0004523	422	422
HP:0004524	243	737
HP:0004527	409	204
HP:0004528	344	454
HP:0004529	672	1345
HP:0004532	425	766
HP:0004535	425	766
HP:0004540	425	766
HP:0004552	787	393
HP:0004554	425	766
HP:0004557	634	634
HP:0004558	482	735
HP:0004562	63	1130
HP:0004563	596	596
HP:0004565	999	999
HP:0004566	63	7
HP:0004568	63	1130
HP:0004570	63	7
HP:0004571	482	735
HP:0004573	63	7
HP:0004575	634	634
HP:0004576	882	882
HP:0004580	63	7
HP:0004581	63	7
HP:0004582	63	7
HP:0004586	63	7
HP:0004589	133	775
HP:0004590	193	1338
HP:0004591	63	7
HP:0004592	999	999
HP:0004594	882	882
HP:0004598	396	396
HP:0004599	396	396
HP:0004601	398	198
HP:0004602	634	634
HP:0004603	882	882
HP:0004605	396	396
HP:0004606	396	396
HP:0004607	63	1130
HP:0004608	500	500
HP:0004609	63	7
HP:0004610	959	959
HP:0004611	63	7
HP:0004614	398	198
HP:0004616	352	175
HP:0004617	352	175
HP:0004618	63	7
HP:0004619	181	1359
HP:0004621	352	175
HP:0004622	648	648
HP:0004625	63	7
HP:0004626	181	1359
HP:0004629	193	718
HP:0004630	63	1130
HP:0004631	131	509
HP:0004632	921	13
HP:0004633	597	1196
HP:0004634	63	7
HP:0004635	634	634
HP:0004637	482	735
HP:0004639	227	1307
HP:0004646	529	1060
HP:0004660	904	451
HP:0004661	656	656
HP:0004664	256	256
HP:0004673	924	461
HP:0004676	138	223
HP:0004679	598	240
HP:0004681	677	338
HP:0004684	539	539
HP:0004686	247	160
HP:0004688	598	240
HP:0004689	247	160
HP:0004690	585	585
HP:0004691	222	199
HP:0004692	222	199
HP:0004695	347	86
HP:0004696	336	167
HP:0004699	247	160
HP:0004704	247	160
HP:0004712	14	54
HP:0004713	730	730
HP:0004717	14	54
HP:0004719	14	54
HP:0004722	126	153
HP:0004724	698	698
HP:0004727	582	559
HP:0004729	316	1044
HP:0004732	948	473
HP:0004734	14	1391
HP:0004736	14	1011
HP:0004737	687	687
HP:0004742	14	619
HP:0004743	316	1044
HP:0004746	620	1241
HP:0004749	223	111
HP:0004751	586	586
HP:0004752	257	164
HP:0004754	223	111
HP:0004755	223	111
HP:0004756	586	586
HP:0004757	223	111
HP:0004758	586	586
HP:0004761	50	1046
HP:0004762	103	285
HP:0004763	434	1224
HP:0004764	678	678
HP:0004768	243	369
HP:0004771	970	970
HP:0004779	608	608
HP:0004780	425	766
HP:0004783	785	785
HP:0004784	785	785
HP:0004785	199	1213
HP:0004786	78	1153
HP:0004787	25	1035
HP:0004788	155	8
HP:0004789	78	1116
HP:0004790	199	145
HP:0004791	145	904
HP:0004792	723	1447
HP:0004794	199	1213
HP:0004795	774	95
HP:0004796	252	150
HP:0004797	704	704
HP:0004798	252	150
HP:0004799	78	1153
HP:0004800	78	1153
HP:0004802	671	1343
HP:0004804	671	1343
HP:0004808	386	1311
HP:0004809	20	424
HP:0004810	158	203
HP:0004812	386	1311
HP:0004813	20	424
HP:0004814	671	1343
HP:0004817	671	1343
HP:0004818	43	41
HP:0004819	158	203
HP:0004820	386	172
HP:0004821	576	576
HP:0004822	900	900
HP:0004823	900	900
HP:0004825	936	936
HP:0004826	158	1178
HP:0004828	294	1226
HP:0004831	248	566
HP:0004835	900	900
HP:0004836	386	1311
HP:0004839	900	900
HP:0004840	158	203
HP:0004841	4	1362
HP:0004844	671	1343
HP:0004845	386	1311
HP:0004846	339	102
HP:0004848	386	1311
HP:0004850	248	453
HP:0004851	158	1178
HP:0004852	932	932
HP:0004854	20	424
HP:0004855	4	1296
HP:0004856	158	203
HP:0004857	158	1178
HP:0004859	20	424
HP:0004860	158	1178
HP:0004861	158	1178
HP:0004863	671	1343
HP:0004864	158	203
HP:0004866	796	796
HP:0004870	671	1343
HP:0004871	723	1447
HP:0004872	399	49
HP:0004875	102	226
HP:0004876	13	1017
HP:0004878	213	132
HP:0004879	191	1094
HP:0004880	195	268
HP:0004881	191	486
HP:0004885	553	553
HP:0004886	102	226
HP:0004887	739	227
HP:0004889	706	706
HP:0004890	59	238
HP:0004891	195	268
HP:0004894	45	218
HP:0004897	154	141
HP:0004898	154	141
HP:0004900	154	141
HP:0004901	154	141
HP:0004902	154	141
HP:0004904	273	733
HP:0004905	173	252
HP:0004906	155	8
HP:0004909	125	1083
HP:0004910	301	1470
HP:0004911	154	1120
HP:0004912	47	1452
HP:0004913	154	141
HP:0004914	166	744
HP:0004915	173	1198
HP:0004916	301	1470
HP:0004918	154	689
HP:0004919	173	1198
HP:0004920	735	1472
HP:0004921	330	415
HP:0004922	127	127
HP:0004923	127	127
HP:0004924	460	6
HP:0004925	154	141
HP:0004926	732	732
HP:0004927	121	1225
HP:0004930	599	599
HP:0004931	50	42
HP:0004933	146	64
HP:0004934	15	152
HP:0004935	121	1225
HP:0004936	248	453
HP:0004937	121	1225
HP:0004938	50	42
HP:0004940	15	152
HP:0004941	808	808
HP:0004942	238	828
HP:0004943	353	176
HP:0004944	50	42
HP:0004945	786	786
HP:0004947	744	371
HP:0004948	50	42
HP:0004950	50	1046
HP:0004952	744	371
HP:0004955	50	42
HP:0004959	828	413
HP:0004960	121	1225
HP:0004961	121	1225
HP:0004962	15	1389
HP:0004963	15	1389
HP:0004964	121	1225
HP:0004966	15	152
HP:0004968	563	140
HP:0004969	121	1225
HP:0004970	828	413
HP:0004971	121	1225
HP:0004972	781	390
HP:0004974	146	64
HP:0004975	108	119
HP:0004976	280	34
HP:0004977	53	479
HP:0004979	229	129
HP:0004980	229	129
HP:0004981	690	690
HP:0004987	228	56
HP:0004990	186	309
HP:0004991	118	638
HP:0004993	177	71
HP:0004997	6	614
HP:0005001	280	34
HP:0005003	382	190
HP:0005004	905	905
HP:0005005	108	119
HP:0005008	280	34
HP:0005009	420	1014
HP:0005010	528	263
HP:0005011	228	56
HP:0005013	905	905
HP:0005017	531	1383
HP:0005019	177	71
HP:0005021	280	34
HP:0005025	6	1002
HP:0005026	118	638
HP:0005028	420	1014
HP:0005033	53	479
HP:0005035	486	29
HP:0005036	53	479
HP:0005037	224	652
HP:0005039	719	179
HP:0005041	382	190
HP:0005042	807	807
HP:0005043	85	655
HP:0005045	99	123
HP:0005048	76	294
HP:0005050	537	537
HP:0005054	85	170
HP:0005059	387	68
HP:0005060	5	1004
HP:0005063	788	788
HP:0005066	186	309
HP:0005067	497	497
HP:0005068	690	690
HP:0005069	118	638
HP:0005070	537	537
HP:0005072	131	289
HP:0005084	537	537
HP:0005085	171	442
HP:0005086	171	442
HP:0005089	229	129
HP:0005090	108	119
HP:0005092	229	129
HP:0005093	5	270
HP:0005096	108	119
HP:0005099	155	8
HP:0005100	614	615
HP:0005101	113	314
HP:0005102	37	531
HP:0005103	42	308
HP:0005104	822	822
HP:0005105	381	381
HP:0005106	882	882
HP:0005107	921	13
HP:0005108	648	648
HP:0005109	585	585
HP:0005110	223	111
HP:0005112	238	1427
HP:0005113	828	413
HP:0005115	223	111
HP:0005116	50	42
HP:0005117	781	390
HP:0005120	410	948
HP:0005121	63	7
HP:0005129	103	259
HP:0005132	675	20
HP:0005133	103	285
HP:0005134	455	1431
HP:0005135	19	1402
HP:0005136	937	937
HP:0005143	121	1225
HP:0005144	103	285
HP:0005145	477	58
HP:0005146	937	937
HP:0005147	2	581
HP:0005148	455	1431
HP:0005150	257	164
HP:0005151	128	601
HP:0005152	1	61
HP:0005155	2	581
HP:0005156	236	28
HP:0005157	1	61
HP:0005160	448	448
HP:0005162	834	834
HP:0005164	455	1431
HP:0005165	19	233
HP:0005168	26	63
HP:0005170	257	164
HP:0005172	257	1316
HP:0005174	652	1306
HP:0005176	455	421
HP:0005177	50	42
HP:0005178	257	164
HP:0005180	123	224
HP:0005181	50	1046
HP:0005182	455	1431
HP:0005183	995	995
HP:0005184	19	233
HP:0005185	26	63
HP:0005186	746	746
HP:0005187	971	242
HP:0005190	131	289
HP:0005191	280	34
HP:0005193	200	463
HP:0005194	247	160
HP:0005195	566	1133
HP:0005197	200	697
HP:0005198	746	746
HP:0005199	888	888
HP:0005200	567	0
HP:0005201	808	808
HP:0005202	252	150
HP:0005203	145	904
HP:0005206	419	419
HP:0005207	774	95
HP:0005208	169	398
HP:0005209	345	345
HP:0005210	199	145
HP:0005211	199	1213
HP:0005212	521	31
HP:0005213	419	419
HP:0005214	791	791
HP:0005215	252	150
HP:0005216	707	707
HP:0005217	399	49
HP:0005218	199	15
HP:0005219	774	95
HP:0005220	230	88
HP:0005222	78	1153
HP:0005223	199	15
HP:0005224	206	841
HP:0005225	155	8
HP:0005227	785	785
HP:0005229	78	4
HP:0005230	345	345
HP:0005231	920	920
HP:0005232	419	419
HP:0005233	132	168
HP:0005234	791	791
HP:0005235	78	4
HP:0005236	571	571
HP:0005237	25	101
HP:0005238	785	785
HP:0005240	252	150
HP:0005241	478	478
HP:0005242	345	345
HP:0005243	888	888
HP:0005244	252	150
HP:0005245	199	145
HP:0005246	920	920
HP:0005247	888	888
HP:0005248	345	345
HP:0005249	252	150
HP:0005250	791	791
HP:0005253	140	1090
HP:0005254	253	1282
HP:0005255	701	701
HP:0005256	701	701
HP:0005257	253	1282
HP:0005258	110	325
HP:0005259	140	1090
HP:0005261	457	457
HP:0005262	746	746
HP:0005263	920	920
HP:0005264	132	1146
HP:0005265	78	4
HP:0005266	785	785
HP:0005267	614	615
HP:0005268	614	310
HP:0005272	34	57
HP:0005273	822	822
HP:0005274	240	942
HP:0005275	240	250
HP:0005278	240	942
HP:0005280	34	1365
HP:0005281	34	1365
HP:0005285	34	1365
HP:0005288	381	381
HP:0005289	34	57
HP:0005290	97	621
HP:0005291	338	1314
HP:0005292	477	58
HP:0005293	872	872
HP:0005294	50	42
HP:0005295	128	601
HP:0005297	50	1046
HP:0005300	338	1314
HP:0005301	287	921
HP:0005302	786	786
HP:0005303	15	1389
HP:0005304	599	599
HP:0005305	248	453
HP:0005306	256	256
HP:0005307	732	732
HP:0005308	121	1273
HP:0005310	338	1314
HP:0005311	599	599
HP:0005312	121	1225
HP:0005313	50	42
HP:0005314	786	786
HP:0005316	599	599
HP:0005317	59	238
HP:0005318	563	140
HP:0005320	9	62
HP:0005321	874	874
HP:0005322	822	822
HP:0005323	365	337
HP:0005324	924	461
HP:0005325	243	369
HP:0005326	426	426
HP:0005327	924	461
HP:0005328	970	970
HP:0005329	924	461
HP:0005332	666	666
HP:0005335	924	461
HP:0005336	379	1482
HP:0005338	422	422
HP:0005339	242	1173
HP:0005340	609	304
HP:0005341	440	26
HP:0005343	542	542
HP:0005344	786	786
HP:0005345	287	921
HP:0005346	924	461
HP:0005347	526	781
HP:0005348	102	226
HP:0005349	45	218
HP:0005352	844	844
HP:0005353	901	901
HP:0005354	930	231
HP:0005356	242	1173
HP:0005357	143	402
HP:0005359	894	446
HP:0005360	901	901
HP:0005363	844	844
HP:0005365	12	1009
HP:0005366	752	375
HP:0005368	242	1173
HP:0005369	242	1173
HP:0005372	143	402
HP:0005374	844	844
HP:0005376	752	375
HP:0005381	752	375
HP:0005384	143	402
HP:0005386	119	482
HP:0005387	844	844
HP:0005389	242	760
HP:0005390	119	65
HP:0005396	901	901
HP:0005400	682	682
HP:0005401	856	427
HP:0005403	12	924
HP:0005404	212	516
HP:0005406	309	1018
HP:0005407	12	924
HP:0005411	856	427
HP:0005413	326	39
HP:0005415	12	924
HP:0005416	242	1173
HP:0005419	930	231
HP:0005420	752	375
HP:0005421	242	1173
HP:0005422	12	924
HP:0005423	242	760
HP:0005424	143	402
HP:0005425	195	268
HP:0005428	901	901
HP:0005429	752	375
HP:0005430	752	375
HP:0005432	211	1295
HP:0005435	930	231
HP:0005437	119	482
HP:0005439	993	496
HP:0005441	194	474
HP:0005442	194	474
HP:0005445	710	354
HP:0005446	221	1197
HP:0005449	938	938
HP:0005450	99	123
HP:0005451	596	596
HP:0005453	17	508
HP:0005456	17	165
HP:0005458	380	380
HP:0005461	365	337
HP:0005462	953	953
HP:0005463	938	938
HP:0005464	99	123
HP:0005465	269	540
HP:0005466	144	161
HP:0005469	144	161
HP:0005472	27	1229
HP:0005473	343	343
HP:0005474	596	596
HP:0005476	194	474
HP:0005477	99	123
HP:0005478	17	508
HP:0005479	211	1415
HP:0005482	242	760
HP:0005483	45	218
HP:0005484	175	1479
HP:0005486	380	380
HP:0005487	194	474
HP:0005490	745	1492
HP:0005494	380	380
HP:0005495	194	474
HP:0005498	380	380
HP:0005502	936	936
HP:0005505	28	674
HP:0005506	386	172
HP:0005507	28	1069
HP:0005508	294	60
HP:0005510	28	674
HP:0005511	671	1343
HP:0005512	682	682
HP:0005513	153	1394
HP:0005517	413	206
HP:0005518	28	44
HP:0005520	248	566
HP:0005521	248	566
HP:0005522	158	203
HP:0005523	294	60
HP:0005524	671	1343
HP:0005525	671	1343
HP:0005526	386	172
HP:0005527	4	1362
HP:0005528	153	722
HP:0005531	386	1311
HP:0005532	158	1178
HP:0005534	386	172
HP:0005535	671	1343
HP:0005537	20	1026
HP:0005539	386	172
HP:0005540	900	900
HP:0005541	281	300
HP:0005542	725	362
HP:0005543	4	1296
HP:0005546	936	936
HP:0005547	386	172
HP:0005548	153	1394
HP:0005550	386	172
HP:0005556	194	474
HP:0005557	993	496
HP:0005558	386	172
HP:0005559	227	213
HP:0005560	28	1069
HP:0005561	153	722
HP:0005562	14	619
HP:0005563	90	38
HP:0005564	14	1391
HP:0005565	14	1391
HP:0005567	290	1448
HP:0005571	582	559
HP:0005572	948	473
HP:0005574	301	578
HP:0005575	582	559
HP:0005576	14	54
HP:0005579	582	559
HP:0005580	14	54
HP:0005583	90	38
HP:0005584	163	318
HP:0005585	379	1482
HP:0005586	379	1070
HP:0005587	463	122
HP:0005588	92	53
HP:0005590	461	46
HP:0005592	463	122
HP:0005593	461	46
HP:0005595	92	53
HP:0005597	926	926
HP:0005598	71	1233
HP:0005599	409	204
HP:0005600	463	727
HP:0005602	463	122
HP:0005603	463	727
HP:0005605	518	128
HP:0005606	463	727
HP:0005607	526	781
HP:0005608	132	168
HP:0005609	132	1146
HP:0005612	111	1245
HP:0005613	108	119
HP:0005616	323	323
HP:0005617	276	137
HP:0005619	864	864
HP:0005620	131	289
HP:0005621	63	7
HP:0005622	476	728
HP:0005623	596	596
HP:0005625	823	205
HP:0005626	634	634
HP:0005627	715	715
HP:0005632	224	353
HP:0005638	193	718
HP:0005639	131	289
HP:0005640	634	634
HP:0005643	570	570
HP:0005645	366	366
HP:0005648	53	479
HP:0005650	317	18
HP:0005652	99	123
HP:0005653	823	205
HP:0005655	719	179
HP:0005656	336	167
HP:0005659	597	1196
HP:0005661	528	263
HP:0005665	476	216
HP:0005667	500	500
HP:0005671	366	366
HP:0005676	676	676
HP:0005678	696	1393
HP:0005679	573	1177
HP:0005680	63	1130
HP:0005681	452	452
HP:0005682	343	343
HP:0005684	111	1245
HP:0005686	360	89
HP:0005687	476	728
HP:0005688	136	96
HP:0005689	135	40
HP:0005692	131	289
HP:0005694	76	294
HP:0005696	676	676
HP:0005700	99	123
HP:0005701	719	179
HP:0005707	136	1328
HP:0005709	317	18
HP:0005715	171	442
HP:0005716	21	1029
HP:0005720	51	326
HP:0005722	131	289
HP:0005723	938	938
HP:0005725	136	1328
HP:0005726	52	1036
HP:0005731	164	462
HP:0005733	959	959
HP:0005736	69	529
HP:0005739	666	666
HP:0005743	382	190
HP:0005745	573	1407
HP:0005746	99	123
HP:0005747	58	1478
HP:0005750	573	1407
HP:0005752	999	999
HP:0005756	347	86
HP:0005758	710	354
HP:0005759	710	354
HP:0005764	566	1133
HP:0005765	921	13
HP:0005766	69	529
HP:0005767	317	18
HP:0005768	317	18
HP:0005769	100	1468
HP:0005772	69	529
HP:0005773	53	479
HP:0005775	21	1029
HP:0005776	76	294
HP:0005780	790	790
HP:0005781	131	509
HP:0005787	999	999
HP:0005788	31	1056
HP:0005789	99	123
HP:0005790	221	1489
HP:0005791	476	216
HP:0005792	6	1002
HP:0005793	486	29
HP:0005798	537	537
HP:0005802	343	343
HP:0005807	116	546
HP:0005815	869	869
HP:0005817	479	191
HP:0005819	836	208
HP:0005820	140	189
HP:0005824	424	1219
HP:0005825	85	655
HP:0005828	13	210
HP:0005829	746	746
HP:0005830	603	301
HP:0005831	715	715
HP:0005832	323	323
HP:0005841	347	86
HP:0005844	30	501
HP:0005849	366	366
HP:0005850	336	167
HP:0005852	5	1004
HP:0005853	111	1245
HP:0005855	973	973
HP:0005856	537	537
HP:0005857	398	198
HP:0005863	715	715
HP:0005864	476	216
HP:0005866	136	1328
HP:0005867	58	1181
HP:0005868	229	129
HP:0005871	21	1029
HP:0005872	715	715
HP:0005873	479	191
HP:0005875	135	40
HP:0005876	131	509
HP:0005877	133	775
HP:0005878	482	735
HP:0005879	276	137
HP:0005880	58	1181
HP:0005881	482	613
HP:0005882	135	40
HP:0005885	396	396
HP:0005886	836	208
HP:0005890	269	540
HP:0005891	638	1277
HP:0005892	343	343
HP:0005894	137	1308
HP:0005895	136	96
HP:0005897	823	205
HP:0005899	229	129
HP:0005900	58	1091
HP:0005905	482	613
HP:0005906	713	713
HP:0005910	30	501
HP:0005912	345	345
HP:0005913	996	996
HP:0005914	51	269
HP:0005916	51	269
HP:0005917	137	1308
HP:0005918	522	260
HP:0005920	186	258
HP:0005922	841	1330
HP:0005923	85	170
HP:0005924	186	258
HP:0005925	439	439
HP:0005926	164	462
HP:0005927	6	1002
HP:0005928	343	343
HP:0005929	343	343
HP:0005930	186	309
HP:0005932	14	1391
HP:0005934	843	843
HP:0005938	235	773
HP:0005939	13	1017
HP:0005941	191	1094
HP:0005942	196	1494
HP:0005943	739	227
HP:0005944	13	210
HP:0005945	45	218
HP:0005946	739	227
HP:0005947	321	51
HP:0005948	13	1218
HP:0005949	191	639
HP:0005950	45	218
HP:0005951	102	226
HP:0005952	321	51
HP:0005954	256	256
HP:0005956	45	218
HP:0005957	321	51
HP:0005959	925	925
HP:0005961	590	35
HP:0005964	925	925
HP:0005967	154	1120
HP:0005968	925	925
HP:0005972	154	141
