HPO_id	phenotype_group_k1000	phenotype_group_k1500
HP:0031544	443	1163
HP:0031545	212	516
HP:0031546	257	164
HP:0031547	19	233
HP:0031548	91	521
HP:0031549	91	154
HP:0031550	583	583
HP:0031551	583	583
HP:0031552	583	583
HP:0031553	583	583
HP:0031554	583	583
HP:0031555	583	583
HP:0031556	583	583
HP:0031557	583	583
HP:0031558	583	583
HP:0031559	583	583
HP:0031560	838	838
HP:0031561	838	838
HP:0031562	128	480
HP:0031563	838	838
HP:0031564	543	271
HP:0031565	543	271
HP:0031566	455	1431
HP:0031567	561	280
HP:0031568	561	280
HP:0031569	561	280
HP:0031570	218	109
HP:0031571	218	109
HP:0031572	218	109
HP:0031573	218	109
HP:0031574	218	1475
HP:0031575	218	1475
HP:0031576	218	1475
HP:0031577	218	1475
HP:0031578	218	109
HP:0031579	218	109
HP:0031580	218	109
HP:0031581	218	1475
HP:0031582	218	1475
HP:0031583	218	1475
HP:0031584	218	109
HP:0031585	218	109
HP:0031586	218	109
HP:0031587	218	109
HP:0031588	66	1032
HP:0031589	66	1032
HP:0031590	57	961
HP:0031591	287	1416
HP:0031592	709	709
HP:0031593	19	233
HP:0031594	19	37
HP:0031595	19	37
HP:0031596	19	37
HP:0031597	19	37
HP:0031598	19	37
HP:0031599	19	37
HP:0031600	19	37
HP:0031601	19	37
HP:0031602	321	51
HP:0031603	321	51
HP:0031604	27	1038
HP:0031605	395	98
HP:0031606	773	386
HP:0031607	506	125
HP:0031609	220	708
HP:0031610	280	34
HP:0031611	332	19
HP:0031613	388	388
HP:0031614	388	388
HP:0031615	654	162
HP:0031616	654	162
HP:0031618	654	162
HP:0031619	654	162
HP:0031620	654	162
HP:0031621	654	162
HP:0031622	185	1099
HP:0031623	422	422
HP:0031624	699	349
HP:0031625	238	828
HP:0031626	477	58
HP:0031627	438	740
HP:0031628	2	1248
HP:0031629	7	5
HP:0031630	13	210
HP:0031631	13	210
HP:0031632	50	295
HP:0031633	50	295
HP:0031634	786	786
HP:0031635	786	786
HP:0031636	786	786
HP:0031637	477	58
HP:0031638	477	58
HP:0031639	477	58
HP:0031640	50	295
HP:0031643	828	413
HP:0031644	238	1427
HP:0031645	238	1427
HP:0031646	828	413
HP:0031647	828	413
HP:0031648	146	64
HP:0031649	146	64
HP:0031650	123	224
HP:0031651	123	224
HP:0031652	123	224
HP:0031653	123	224
HP:0031654	123	224
HP:0031655	561	280
HP:0031656	123	565
HP:0031657	493	14
HP:0031658	493	14
HP:0031659	493	14
HP:0031660	493	14
HP:0031661	493	14
HP:0031662	493	14
HP:0031663	493	14
HP:0031664	493	14
HP:0031665	493	14
HP:0031666	493	14
HP:0031667	493	14
HP:0031668	493	14
HP:0031669	493	14
HP:0031670	493	14
HP:0031671	223	111
HP:0031672	223	111
HP:0031673	434	1239
HP:0031674	434	1239
HP:0031675	586	586
HP:0031676	586	586
HP:0031677	586	586
HP:0031678	353	176
HP:0031679	353	176
HP:0031680	353	176
HP:0031681	353	176
HP:0031682	353	176
HP:0031683	353	176
HP:0031684	14	1471
HP:0031685	747	747
HP:0031686	747	747
HP:0031687	493	14
HP:0031688	840	840
HP:0031689	153	1394
HP:0031690	119	65
HP:0031691	447	447
HP:0031692	447	447
HP:0031693	447	447
HP:0031694	447	447
HP:0031695	447	447
HP:0031696	119	65
HP:0031697	119	65
HP:0031698	782	782
HP:0031699	119	65
HP:0031700	119	65
HP:0031701	654	162
HP:0031702	654	162
HP:0031703	33	680
HP:0031704	113	314
HP:0031705	36	130
HP:0031706	36	130
HP:0031707	36	130
HP:0031708	36	130
HP:0031709	36	130
HP:0031710	36	130
HP:0031711	238	1427
HP:0031713	174	600
HP:0031714	174	600
HP:0031715	174	600
HP:0031716	174	600
HP:0031717	174	600
HP:0031718	174	600
HP:0031719	174	600
HP:0031720	174	600
HP:0031721	174	600
HP:0031722	267	133
HP:0031723	267	133
HP:0031724	174	321
HP:0031725	185	287
HP:0031726	174	321
HP:0031727	174	321
HP:0031728	750	750
HP:0031729	750	750
HP:0031730	699	349
HP:0031731	779	389
HP:0031732	779	389
HP:0031733	779	389
HP:0031734	779	389
HP:0031736	29	577
HP:0031737	29	577
HP:0031738	29	577
HP:0031739	129	909
HP:0031740	484	993
HP:0031741	129	909
HP:0031742	660	976
HP:0031743	660	976
HP:0031744	660	1297
HP:0031745	660	1297
HP:0031746	660	1297
HP:0031747	660	1297
HP:0031748	660	976
HP:0031749	484	1305
HP:0031750	484	1305
HP:0031751	484	1305
HP:0031752	484	1305
HP:0031753	484	993
HP:0031754	484	993
HP:0031755	484	993
HP:0031756	484	993
HP:0031757	484	993
HP:0031758	484	1305
HP:0031759	267	133
HP:0031760	267	133
HP:0031761	267	133
HP:0031762	267	133
HP:0031763	267	133
HP:0031764	267	133
HP:0031765	267	133
HP:0031766	267	133
HP:0031767	267	133
HP:0031768	848	848
HP:0031769	848	848
HP:0031770	29	47
HP:0031771	29	47
HP:0031772	0	1021
HP:0031773	0	1021
HP:0031774	0	1021
HP:0031775	185	1099
HP:0031776	174	321
HP:0031777	185	287
HP:0031778	185	287
HP:0031779	185	287
HP:0031780	145	1067
HP:0031781	174	321
HP:0031782	174	321
HP:0031783	236	28
HP:0031784	146	64
HP:0031785	507	507
HP:0031786	507	507
HP:0031787	35	1286
HP:0031788	35	1286
HP:0031789	35	1286
HP:0031790	35	1286
HP:0031791	35	1286
HP:0031792	35	1286
HP:0031793	233	116
HP:0031794	73	1084
HP:0031795	73	1084
HP:0031798	227	213
HP:0031799	227	213
HP:0031800	227	213
HP:0031801	843	843
HP:0031803	332	19
HP:0031804	332	19
HP:0031805	865	865
HP:0031806	281	300
HP:0031807	281	300
HP:0031808	281	300
HP:0031809	51	269
HP:0031810	647	647
HP:0031811	43	41
HP:0031812	43	41
HP:0031813	145	1067
HP:0031814	245	185
HP:0031815	707	707
HP:0031816	454	609
HP:0031817	233	116
HP:0031818	246	769
HP:0031819	246	769
HP:0031820	246	769
HP:0031821	358	494
HP:0031822	358	494
HP:0031823	358	494
HP:0031824	536	1073
HP:0031825	7	5
HP:0031826	444	663
HP:0031827	444	550
HP:0031828	444	550
HP:0031829	444	550
HP:0031830	265	215
HP:0031831	300	636
HP:0031832	219	1411
HP:0031833	219	66
HP:0031834	146	64
HP:0031835	358	494
HP:0031836	358	494
HP:0031837	358	494
HP:0031838	184	580
HP:0031840	184	580
HP:0031841	184	580
HP:0031842	995	995
HP:0031843	849	1438
HP:0031844	66	1032
HP:0031845	190	10
HP:0031846	108	119
HP:0031847	7	5
HP:0031848	7	5
HP:0031849	151	361
HP:0031850	28	44
HP:0031851	28	44
HP:0031853	543	271
HP:0031854	543	271
HP:0031855	543	271
HP:0031856	7	5
HP:0031857	514	514
HP:0031858	145	904
HP:0031860	2	1027
HP:0031861	2	1027
HP:0031862	2	1027
HP:0031863	835	835
HP:0031864	835	835
HP:0031865	60	1252
HP:0031866	209	23
HP:0031867	875	875
HP:0031868	245	185
HP:0031869	280	34
HP:0031870	589	1180
HP:0031871	40	211
HP:0031872	40	211
HP:0031873	151	361
HP:0031874	151	361
HP:0031875	227	213
HP:0031876	227	213
HP:0031877	227	213
HP:0031878	177	1354
HP:0031879	507	507
HP:0031880	507	507
HP:0031881	779	389
HP:0031882	86	612
HP:0031883	460	6
HP:0031884	349	174
HP:0031885	349	174
HP:0031886	496	247
HP:0031887	496	247
HP:0031888	496	247
HP:0031889	496	247
HP:0031890	43	41
HP:0031891	281	551
HP:0031898	28	44
HP:0031899	680	339
HP:0031900	358	494
HP:0031901	358	494
HP:0031902	358	494
HP:0031903	73	135
HP:0031904	242	760
HP:0031905	242	760
HP:0031906	242	760
HP:0031907	647	647
HP:0031908	245	185
HP:0031909	89	469
HP:0031910	656	656
HP:0031911	832	832
HP:0031912	832	832
HP:0031913	232	450
HP:0031917	461	46
HP:0031918	23	510
HP:0031919	23	510
HP:0031920	23	510
HP:0031921	387	1410
HP:0031922	14	1471
HP:0031923	160	378
HP:0031924	461	46
HP:0031925	40	211
HP:0031926	40	211
HP:0031927	40	211
HP:0031928	40	211
HP:0031929	40	211
HP:0031930	40	211
HP:0031931	219	1496
HP:0031932	146	64
HP:0031933	146	64
HP:0031934	146	64
HP:0031935	146	64
HP:0031936	655	81
HP:0031937	245	185
HP:0031938	31	69
HP:0031939	31	69
HP:0031941	808	808
HP:0031942	808	808
HP:0031943	66	1158
HP:0031944	594	594
HP:0031945	669	334
HP:0031946	589	1180
HP:0031947	93	1123
HP:0031948	48	543
HP:0031949	195	268
HP:0031950	196	1494
HP:0031951	363	221
HP:0031952	7	5
HP:0031953	7	5
HP:0031954	7	5
HP:0031955	7	5
HP:0031956	25	714
HP:0031957	209	1126
HP:0031958	209	1126
HP:0031959	262	660
HP:0031960	262	660
HP:0031961	125	695
HP:0031962	125	695
HP:0031963	125	695
HP:0031964	25	714
HP:0031965	28	44
HP:0031967	43	41
HP:0031969	170	465
HP:0031970	170	465
HP:0031971	652	1306
HP:0031972	26	63
HP:0031973	568	1137
HP:0031974	568	1137
HP:0031975	568	1137
HP:0031976	568	1137
HP:0031977	568	1137
HP:0031978	568	1137
HP:0031979	43	1064
HP:0031980	817	408
HP:0031981	817	408
HP:0031982	438	1480
HP:0031983	196	312
HP:0031984	145	904
HP:0031985	145	904
HP:0031986	954	954
HP:0031987	66	12
HP:0031989	475	475
HP:0031990	408	477
HP:0031991	43	41
HP:0031992	1	61
HP:0031993	444	550
HP:0031994	102	226
HP:0031995	102	226
HP:0031996	102	1101
HP:0031997	102	1101
HP:0031998	102	1101
HP:0031999	102	1101
HP:0032000	102	226
HP:0032001	43	1490
HP:0032002	43	1490
HP:0032003	43	1490
HP:0032004	217	217
HP:0032005	262	660
HP:0032006	93	1123
HP:0032007	183	177
HP:0032008	59	238
HP:0032009	174	600
HP:0032010	174	600
HP:0032011	185	287
HP:0032012	174	321
HP:0032013	219	1411
HP:0032014	219	1366
HP:0032015	219	1366
HP:0032016	263	1220
HP:0032017	263	1220
HP:0032018	159	253
HP:0032019	80	374
HP:0032020	542	542
HP:0032021	25	101
HP:0032022	306	32
HP:0032023	145	1067
HP:0032024	78	4
HP:0032025	227	213
HP:0032026	461	46
HP:0032027	773	386
HP:0032028	773	386
HP:0032029	507	507
HP:0032030	507	507
HP:0032031	507	507
HP:0032032	507	507
HP:0032033	507	507
HP:0032034	507	507
HP:0032035	507	507
HP:0032036	740	376
HP:0032037	766	382
HP:0032039	951	951
HP:0032040	507	507
HP:0032041	45	218
HP:0032043	252	105
HP:0032044	465	232
HP:0032045	27	1038
HP:0032046	423	83
HP:0032047	423	1386
HP:0032048	423	1386
HP:0032049	423	1386
HP:0032050	423	1386
HP:0032051	423	83
HP:0032052	423	83
HP:0032053	423	83
HP:0032054	423	83
HP:0032055	423	83
HP:0032056	423	83
HP:0032057	423	83
HP:0032058	423	83
HP:0032059	423	83
HP:0032060	256	256
HP:0032061	281	551
HP:0032062	145	904
HP:0032063	539	539
HP:0032064	145	1067
HP:0032065	125	695
HP:0032066	125	695
HP:0032067	125	695
HP:0032068	43	41
HP:0032069	647	647
HP:0032070	96	124
HP:0032071	13	210
HP:0032072	171	442
HP:0032073	989	989
HP:0032075	419	419
HP:0032076	412	412
HP:0032077	412	412
HP:0032078	30	237
HP:0032079	146	568
HP:0032081	146	568
HP:0032082	146	568
HP:0032083	146	568
HP:0032084	146	568
HP:0032085	146	568
HP:0032086	146	568
HP:0032087	146	568
HP:0032088	146	568
HP:0032089	146	568
HP:0032090	146	568
HP:0032091	146	568
HP:0032092	834	834
HP:0032094	227	213
HP:0032096	878	878
HP:0032097	878	878
HP:0032098	878	878
HP:0032099	461	46
HP:0032100	718	178
HP:0032101	119	65
HP:0032102	387	68
HP:0032104	219	1496
HP:0032105	219	1496
HP:0032106	265	215
HP:0032107	621	279
HP:0032108	740	376
HP:0032109	740	376
HP:0032110	740	376
HP:0032111	740	376
HP:0032112	740	376
HP:0032114	219	66
HP:0032116	219	66
HP:0032118	105	604
HP:0032119	377	377
HP:0032120	440	26
HP:0032121	440	26
HP:0032122	766	382
HP:0032123	766	382
HP:0032124	305	313
HP:0032125	305	313
HP:0032126	305	313
HP:0032127	305	90
HP:0032128	305	90
HP:0032129	305	90
HP:0032130	782	782
HP:0032131	89	558
HP:0032132	392	392
HP:0032133	392	392
HP:0032134	392	392
HP:0032135	392	392
HP:0032136	392	392
HP:0032137	392	392
HP:0032138	392	392
HP:0032139	216	1082
HP:0032140	216	428
HP:0032141	387	68
HP:0032142	707	707
HP:0032143	707	707
HP:0032144	457	457
HP:0032145	41	675
HP:0032146	28	1069
HP:0032147	387	68
HP:0032148	387	68
HP:0032149	387	68
HP:0032150	387	68
HP:0032151	281	551
HP:0032152	183	177
HP:0032153	666	666
HP:0032154	254	899
HP:0032155	387	68
HP:0032156	461	46
HP:0032157	901	901
HP:0032158	458	113
HP:0032159	458	113
HP:0032160	458	113
HP:0032161	458	113
HP:0032162	940	940
HP:0032163	940	940
HP:0032164	378	1114
HP:0032165	499	499
HP:0032166	252	105
HP:0032167	252	105
HP:0032168	252	105
HP:0032169	447	447
HP:0032170	447	447
HP:0032171	387	68
HP:0032172	196	312
HP:0032173	196	312
HP:0032174	196	312
HP:0032175	196	312
HP:0032176	196	312
HP:0032177	196	312
HP:0032178	183	177
HP:0032179	326	39
HP:0032180	73	135
HP:0032181	808	808
HP:0032182	581	686
HP:0032183	581	686
HP:0032184	928	928
HP:0032185	940	940
HP:0032186	521	31
HP:0032187	521	31
HP:0032188	54	74
HP:0032189	54	74
HP:0032190	171	442
HP:0032191	171	442
HP:0032192	225	464
HP:0032193	496	247
HP:0032195	19	1043
HP:0032196	19	1043
HP:0032197	19	1043
HP:0032198	4	503
HP:0032199	4	503
HP:0032200	338	299
HP:0032201	585	585
HP:0032202	187	1048
HP:0032203	199	145
HP:0032204	119	65
HP:0032205	227	213
HP:0032207	668	1337
HP:0032208	43	41
HP:0032209	415	207
HP:0032210	415	207
HP:0032211	201	24
HP:0032212	201	24
HP:0032213	201	24
HP:0032214	201	24
HP:0032215	91	665
HP:0032216	199	145
HP:0032217	605	605
HP:0032218	337	644
HP:0032219	337	644
HP:0032220	25	1035
HP:0032221	25	101
HP:0032222	785	785
HP:0032223	288	288
HP:0032224	288	288
HP:0032225	91	154
HP:0032226	565	1131
HP:0032227	565	1131
HP:0032228	91	521
HP:0032229	647	647
HP:0032230	647	647
HP:0032231	28	674
HP:0032232	800	800
HP:0032233	800	800
HP:0032234	800	800
HP:0032235	647	647
HP:0032236	168	1214
HP:0032237	168	1214
HP:0032238	168	1214
HP:0032239	168	1214
HP:0032240	227	213
HP:0032241	89	558
HP:0032242	89	558
HP:0032243	70	1242
HP:0032244	335	671
HP:0032245	173	1198
HP:0032247	447	447
HP:0032248	447	447
HP:0032249	471	818
HP:0032250	782	782
HP:0032251	206	841
HP:0032252	206	1325
HP:0032253	206	1325
HP:0032254	300	636
HP:0032255	471	818
HP:0032256	471	818
HP:0032257	471	818
HP:0032258	471	818
HP:0032259	119	65
HP:0032260	782	782
HP:0032261	782	782
HP:0032262	782	782
HP:0032263	781	390
HP:0032264	647	647
HP:0032265	74	67
HP:0032266	74	67
HP:0032267	96	124
HP:0032268	96	124
HP:0032269	225	464
HP:0032270	931	931
HP:0032271	782	782
HP:0032272	43	41
HP:0032273	446	222
HP:0032274	668	1337
HP:0032275	901	901
HP:0032276	314	335
HP:0032277	728	1457
HP:0032278	255	511
HP:0032281	125	695
HP:0032282	942	470
HP:0032283	782	782
HP:0032284	766	382
HP:0032285	766	382
HP:0032286	766	382
HP:0032287	766	382
HP:0032288	87	249
HP:0032289	87	249
HP:0032290	87	1437
HP:0032291	87	1437
HP:0032292	87	1437
HP:0032293	87	1437
HP:0032294	87	1437
HP:0032295	87	1437
HP:0032296	87	249
HP:0032297	87	249
HP:0032298	87	249
HP:0032299	87	249
HP:0032300	87	249
HP:0032301	91	665
HP:0032302	760	379
HP:0032303	760	379
HP:0032304	227	213
HP:0032305	227	213
HP:0032306	227	213
HP:0032308	233	116
HP:0032309	281	300
HP:0032310	281	300
HP:0032311	326	39
HP:0032312	326	39
HP:0032313	425	766
HP:0032314	115	92
HP:0032315	115	92
HP:0032316	383	383
HP:0032317	383	383
HP:0032318	383	383
HP:0032319	383	383
HP:0032320	383	383
HP:0032321	383	383
HP:0032322	383	383
HP:0032323	550	274
HP:0032324	550	274
HP:0032325	629	1260
HP:0032326	782	782
HP:0032327	575	575
HP:0032328	221	677
HP:0032329	104	1267
HP:0032330	104	1267
HP:0032331	104	1267
HP:0032332	211	1346
HP:0032333	211	1348
HP:0032334	211	1348
HP:0032335	211	1348
HP:0032336	986	492
HP:0032337	211	1415
HP:0032338	211	1415
HP:0032339	211	1415
HP:0032340	117	592
HP:0032341	117	592
HP:0032342	117	592
HP:0032344	44	184
HP:0032345	73	1084
HP:0032346	943	943
HP:0032347	943	943
HP:0032348	943	943
HP:0032349	589	1180
HP:0032350	589	1180
HP:0032351	589	1180
HP:0032352	589	1180
HP:0032353	589	1180
HP:0032355	117	592
HP:0032356	117	592
HP:0032357	117	592
HP:0032358	117	592
HP:0032359	117	592
HP:0032360	117	592
HP:0032361	117	592
HP:0032362	816	816
HP:0032363	816	816
HP:0032366	647	647
HP:0032367	233	116
HP:0032368	735	1472
HP:0032369	125	695
HP:0032370	288	288
HP:0032371	589	1180
HP:0032372	172	1208
HP:0032373	288	288
HP:0032374	288	288
HP:0032375	288	288
HP:0032376	647	647
HP:0032377	760	379
HP:0032378	342	84
HP:0032379	157	1202
HP:0032381	157	1202
HP:0032385	326	39
HP:0032386	326	39
HP:0032387	326	39
HP:0032388	65	1098
HP:0032389	65	1098
HP:0032390	65	1098
HP:0032391	65	547
HP:0032392	65	547
HP:0032393	65	547
HP:0032394	65	547
HP:0032395	65	547
HP:0032396	65	547
HP:0032397	589	1180
HP:0032398	579	1159
HP:0032399	579	1159
HP:0032400	579	1159
HP:0032401	589	1180
HP:0032403	589	1180
HP:0032404	46	368
HP:0032405	589	1180
HP:0032406	877	877
HP:0032407	877	877
HP:0032408	115	92
HP:0032409	65	547
HP:0032410	877	877
HP:0032411	65	547
HP:0032412	65	547
HP:0032413	65	547
HP:0032414	589	1180
HP:0032415	877	877
HP:0032416	88	182
HP:0032417	126	1110
HP:0032418	617	617
HP:0032419	617	617
HP:0032420	617	617
HP:0032421	617	617
HP:0032422	617	617
HP:0032423	617	617
HP:0032424	617	617
HP:0032425	617	617
HP:0032426	617	617
HP:0032427	617	617
HP:0032428	617	617
HP:0032429	617	617
HP:0032430	617	617
HP:0032431	617	617
HP:0032432	617	617
HP:0032433	617	617
HP:0032434	547	273
HP:0032435	547	273
HP:0032436	227	213
HP:0032437	227	213
HP:0032438	644	420
HP:0032439	342	84
HP:0032440	288	288
HP:0032441	288	288
HP:0032442	288	288
HP:0032443	383	383
HP:0032444	383	383
HP:0032445	13	1218
HP:0032446	13	1218
HP:0032447	13	1218
HP:0032448	252	105
HP:0032449	183	1408
HP:0032450	184	641
HP:0032451	254	899
HP:0032452	254	899
HP:0032453	784	391
HP:0032454	784	391
HP:0032455	583	583
HP:0032456	86	612
HP:0032457	86	612
HP:0032458	971	242
HP:0032459	358	494
HP:0032460	358	494
HP:0032462	443	699
HP:0032463	227	213
HP:0032464	591	591
HP:0032465	542	542
HP:0032466	278	658
HP:0032467	383	383
HP:0032468	383	383
HP:0032469	647	647
HP:0032470	754	754
HP:0032471	877	877
HP:0032472	43	41
HP:0032473	43	41
HP:0032475	86	612
HP:0032476	378	330
HP:0032477	378	330
HP:0032478	96	1142
HP:0032479	225	464
HP:0032480	589	1180
HP:0032481	233	116
HP:0032482	233	116
HP:0032483	601	1204
HP:0032484	601	1204
HP:0032485	601	1204
HP:0032486	601	1204
HP:0032487	601	1204
HP:0032488	601	1204
HP:0032489	601	1204
HP:0032490	601	1204
HP:0032491	669	334
HP:0032492	647	647
HP:0032493	227	213
HP:0032495	754	754
HP:0032496	754	754
HP:0032497	754	754
HP:0032499	576	576
HP:0032504	24	52
HP:0032505	66	12
HP:0032506	408	477
HP:0032507	162	1285
HP:0032508	66	12
HP:0032509	66	12
HP:0032510	387	68
HP:0032511	728	1457
HP:0032513	547	273
HP:0032514	10	1188
HP:0032515	940	940
HP:0032516	940	940
HP:0032517	940	940
HP:0032518	940	940
HP:0032519	28	44
HP:0032520	707	707
HP:0032521	66	12
HP:0032523	585	585
HP:0032524	328	163
HP:0032527	728	1457
HP:0032528	817	408
HP:0032529	669	334
HP:0032530	358	494
HP:0032531	668	1337
HP:0032532	668	1337
HP:0032533	504	504
HP:0032536	630	630
HP:0032537	646	646
HP:0032538	461	46
HP:0032541	677	338
HP:0032543	263	1220
HP:0032545	387	68
HP:0032546	387	68
HP:0032547	57	1165
HP:0032548	499	499
HP:0032549	444	663
HP:0032550	28	44
HP:0032551	711	711
HP:0032552	847	423
HP:0032553	847	423
HP:0032554	847	423
HP:0032555	847	423
HP:0032556	555	277
HP:0032557	383	383
HP:0032558	292	261
HP:0032559	292	261
HP:0032560	292	261
HP:0032561	292	261
HP:0032562	292	261
HP:0032563	900	900
HP:0032564	78	4
HP:0032565	160	378
HP:0032566	900	900
HP:0032567	43	41
HP:0032568	201	24
HP:0032569	27	1038
HP:0032570	629	1260
HP:0032571	54	74
HP:0032572	43	41
HP:0032573	43	41
HP:0032574	43	41
HP:0032575	335	671
HP:0032576	54	74
HP:0032577	337	644
HP:0032578	510	399
HP:0032579	821	410
HP:0032580	55	944
HP:0032581	316	1044
HP:0032582	316	672
HP:0032583	126	1096
HP:0032584	316	672
HP:0032585	316	672
HP:0032586	316	672
HP:0032587	316	672
HP:0032588	891	891
HP:0032589	90	38
HP:0032590	90	38
HP:0032591	316	672
HP:0032592	275	275
HP:0032593	850	850
HP:0032594	90	38
HP:0032595	90	588
HP:0032596	90	588
HP:0032597	90	588
HP:0032598	90	588
HP:0032599	90	588
HP:0032600	90	588
HP:0032601	90	588
HP:0032602	90	588
HP:0032603	90	588
HP:0032604	90	588
HP:0032605	90	588
HP:0032606	90	588
HP:0032607	90	588
HP:0032608	90	588
HP:0032609	90	588
HP:0032610	316	1044
HP:0032611	90	588
HP:0032612	486	29
HP:0032613	316	672
HP:0032614	846	846
HP:0032615	278	658
HP:0032616	316	672
HP:0032617	316	672
HP:0032618	14	54
HP:0032619	14	54
HP:0032620	14	54
HP:0032621	90	588
HP:0032622	90	38
HP:0032623	90	38
HP:0032624	90	38
HP:0032625	90	38
HP:0032626	90	38
HP:0032627	90	38
HP:0032628	90	38
HP:0032629	90	38
HP:0032630	90	38
HP:0032631	90	38
HP:0032632	14	54
HP:0032633	90	38
HP:0032634	90	38
HP:0032635	316	1044
HP:0032636	316	1044
HP:0032637	316	672
HP:0032638	817	408
HP:0032639	54	74
HP:0032640	227	213
HP:0032641	316	672
HP:0032642	316	672
HP:0032643	316	672
HP:0032644	316	672
HP:0032645	316	672
HP:0032646	316	672
HP:0032647	90	588
HP:0032648	839	839
HP:0032649	857	857
HP:0032650	966	966
HP:0032651	966	966
HP:0032652	966	966
HP:0032653	125	695
HP:0032654	847	423
HP:0032655	70	1242
HP:0032656	466	466
HP:0032657	464	115
HP:0032658	107	770
HP:0032659	436	436
HP:0032660	107	770
HP:0032661	107	770
HP:0032662	107	770
HP:0032663	107	770
HP:0032664	107	770
HP:0032665	107	770
HP:0032666	107	770
HP:0032667	107	770
HP:0032668	107	770
HP:0032669	107	770
HP:0032670	107	770
HP:0032671	436	436
HP:0032672	436	436
HP:0032673	436	436
HP:0032674	183	177
HP:0032675	183	177
HP:0032676	183	177
HP:0032677	180	590
HP:0032678	180	590
HP:0032679	584	584
HP:0032680	334	363
HP:0032681	334	668
HP:0032682	334	668
HP:0032683	334	668
HP:0032684	334	363
HP:0032685	334	363
HP:0032686	334	363
HP:0032687	334	363
HP:0032688	334	363
HP:0032689	334	363
HP:0032690	334	363
HP:0032691	334	363
HP:0032692	334	363
HP:0032693	334	363
HP:0032694	334	363
HP:0032695	334	363
HP:0032696	334	363
HP:0032697	334	363
HP:0032698	334	363
HP:0032699	334	363
HP:0032700	334	363
HP:0032701	334	363
HP:0032702	334	363
HP:0032703	334	363
HP:0032704	334	363
HP:0032705	334	363
HP:0032706	334	363
HP:0032707	334	363
HP:0032708	334	363
HP:0032709	334	363
HP:0032710	334	363
HP:0032711	147	1124
HP:0032712	147	278
HP:0032713	147	278
HP:0032714	147	278
HP:0032715	147	278
HP:0032716	192	887
HP:0032717	147	278
HP:0032718	147	278
HP:0032719	147	278
HP:0032720	147	278
HP:0032721	147	278
HP:0032722	147	278
HP:0032723	147	278
HP:0032724	147	278
HP:0032725	147	1124
HP:0032726	147	278
HP:0032727	192	887
HP:0032728	147	278
HP:0032729	192	887
HP:0032730	147	278
HP:0032731	147	278
HP:0032732	147	278
HP:0032733	147	278
HP:0032734	192	887
HP:0032735	192	887
HP:0032736	192	887
HP:0032737	192	887
HP:0032738	192	887
HP:0032739	192	887
HP:0032740	584	584
HP:0032741	192	887
HP:0032742	192	887
HP:0032743	192	887
HP:0032744	192	887
HP:0032745	192	887
HP:0032746	192	887
HP:0032747	192	887
HP:0032748	192	887
HP:0032749	192	887
HP:0032750	192	887
HP:0032751	192	887
HP:0032752	192	887
HP:0032753	192	887
HP:0032754	210	1312
HP:0032755	584	584
HP:0032756	334	363
HP:0032757	147	1124
HP:0032758	147	278
HP:0032759	210	1312
HP:0032760	210	1312
HP:0032761	584	584
HP:0032762	584	584
HP:0032763	584	584
HP:0032764	584	584
HP:0032765	584	584
HP:0032766	584	584
HP:0032767	584	584
HP:0032768	584	584
HP:0032769	584	584
HP:0032770	584	584
HP:0032771	584	584
HP:0032772	584	584
HP:0032773	584	584
HP:0032774	584	584
HP:0032775	584	584
HP:0032776	584	584
HP:0032777	584	584
HP:0032778	584	584
HP:0032779	584	584
HP:0032780	584	584
HP:0032781	584	584
HP:0032782	584	584
HP:0032783	584	584
HP:0032784	584	584
HP:0032785	584	584
HP:0032786	192	1172
HP:0032787	210	1312
HP:0032788	584	584
HP:0032789	334	668
HP:0032790	334	668
HP:0032791	334	363
HP:0032792	720	720
HP:0032793	334	363
HP:0032794	147	278
HP:0032795	180	590
HP:0032796	334	363
HP:0032797	210	1312
HP:0032798	334	363
HP:0032799	147	1124
HP:0032800	210	1312
HP:0032801	334	363
HP:0032802	334	363
HP:0032803	334	363
HP:0032804	210	1312
HP:0032805	210	1312
HP:0032806	210	1312
HP:0032807	18	506
HP:0032808	18	506
HP:0032809	18	506
HP:0032810	210	1312
HP:0032811	18	506
HP:0032812	18	506
HP:0032813	18	73
HP:0032814	18	73
HP:0032815	18	73
HP:0032816	18	73
HP:0032817	18	73
HP:0032818	18	73
HP:0032819	18	73
HP:0032820	18	73
HP:0032821	18	73
HP:0032822	18	506
HP:0032823	18	506
HP:0032824	18	73
HP:0032825	18	73
HP:0032826	18	73
HP:0032827	18	73
HP:0032828	18	73
HP:0032829	18	73
HP:0032830	18	73
HP:0032831	18	73
HP:0032832	18	73
HP:0032833	18	73
HP:0032834	18	73
HP:0032835	18	73
HP:0032836	18	73
HP:0032837	18	73
HP:0032838	18	73
HP:0032839	18	73
HP:0032840	18	73
HP:0032841	18	73
HP:0032842	733	1467
HP:0032843	733	1467
HP:0032844	733	1467
HP:0032845	733	1467
HP:0032846	147	278
HP:0032847	147	1124
HP:0032848	334	363
HP:0032849	436	436
HP:0032850	334	363
HP:0032851	210	1312
HP:0032852	334	363
HP:0032853	210	1312
HP:0032854	147	1124
HP:0032855	180	590
HP:0032856	147	278
HP:0032857	147	278
HP:0032858	147	278
HP:0032859	147	278
HP:0032860	436	436
HP:0032861	436	436
HP:0032862	107	770
HP:0032863	436	436
